SupplierID,SupplierName,Focus,Phone,Email,Address,GSTIN,ContractStart,IsPreferred
306,Lakshmi Agencies #306,Mixed,6491282602,lakshmiagencies3069323@mail.com,"134, Old Town, Visakhapatnam",37ZEWOA3858POUE,2023-07-22 00:00:00,FALSE
307,Vinayaka Enterprises #307,Pepsi Portfolio,6418950691,vinayakaenterprises3077942@mail.com,"40, Industrial Estate, Visakhapatnam",37UBEKJ2490ICBF,2022-10-12 00:00:00,FALSE
308,Balaji Agencies #308,Pepsi Portfolio,8074942735,balajiagencies3085023@mail.com,"164, Industrial Estate, Visakhapatnam",37ZWQTY3857INV5,2021-11-07 00:00:00,FALSE
309,Harsha Agencies #309,Pepsi Portfolio,7402839924,harshaagencies3091711@demo.in,"236, Industrial Estate, Visakhapatnam",37KVSXQ4459EOZP,2021-04-12 00:00:00,FALSE
310,Krishna Foods #310,Coke Portfolio,8735802583,krishnafoods3104499@example.com,"67, Wholesale Market, Visakhapatnam",37DVZZI0064H3JX,2024-09-17 00:00:00,FALSE
311,Balaji Agencies #311,Coke Portfolio,7862491609,balajiagencies3119792@example.com,"98, Old Town, Visakhapatnam",37TBCAL9953Q9J6,2024-05-28 00:00:00,FALSE
312,Rohit Wholesale #312,Coke Portfolio,8960021336,rohitwholesale3126687@example.com,"149, Wholesale Market, Visakhapatnam",37GQYVL4106O1JT,2024-08-11 00:00:00,FALSE
313,Kiran Enterprises #313,Coke Portfolio,9117979225,kiranenterprises3132368@demo.in,"71, Auto Nagar, Visakhapatnam",37BENYA8297AAVK,2019-05-25 00:00:00,FALSE
314,Venkateswara Agencies #314,Coke Portfolio,9055857360,venkateswaraagencies3141586@mail.com,"290, Wholesale Market, Visakhapatnam",37QQQHF3584BGZN,2023-09-11 00:00:00,FALSE
315,Sree Agencies #315,Local Portfolio,6106439766,sreeagencies3157212@example.com,"107, Wholesale Market, Visakhapatnam",37MBUCZ2128E45H,2019-09-11 00:00:00,FALSE
316,Vinayaka Distributors #316,Coke Portfolio,6862932502,vinayakadistributors316816@example.com,"107, Auto Nagar, Visakhapatnam",37KGWSH4050TJHV,2021-04-29 00:00:00,FALSE
317,Sree Beverages #317,Coke Portfolio,6414651094,sreebeverages3174146@example.com,"55, Old Town, Visakhapatnam",37DZTYR2830A5S0,2021-06-13 00:00:00,FALSE
318,Krishna Wholesale #318,Coke Portfolio,6089495328,krishnawholesale3186253@demo.in,"21, Industrial Estate, Visakhapatnam",37BNHVI9740DFDS,2020-11-04 00:00:00,FALSE
319,Balaji Wholesale #319,Local Portfolio,6209168783,balajiwholesale3195550@demo.in,"53, Old Town, Visakhapatnam",37OGYQC4919ZH74,2023-06-05 00:00:00,FALSE
320,Vijaya Enterprises #320,Pepsi Portfolio,6820076723,vijayaenterprises3209884@mail.com,"291, Auto Nagar, Visakhapatnam",37ZMPCJ8602OQ05,2023-06-25 00:00:00,FALSE
321,Rohit Distributors #321,Mixed,6778888200,rohitdistributors321266@demo.in,"166, Wholesale Market, Visakhapatnam",37GLUYS6931ID5A,2024-04-12 00:00:00,FALSE
322,Kiran Foods #322,Local Portfolio,7920430573,kiranfoods322571@demo.in,"291, Industrial Estate, Visakhapatnam",37VUXSQ7953A63E,2020-03-19 00:00:00,FALSE
323,Harsha Traders #323,Pepsi Portfolio,6253574570,harshatraders3231463@demo.in,"7, Industrial Estate, Visakhapatnam",37ZIPKS8421TT2V,2020-02-17 00:00:00,FALSE
324,Kiran Traders #324,Local Portfolio,9049387590,kirantraders3247362@example.com,"232, Wholesale Market, Visakhapatnam",37ADDSA2441P084,2023-04-25 00:00:00,FALSE
325,Surya Foods #325,Local Portfolio,7605029481,suryafoods3255920@demo.in,"194, Auto Nagar, Visakhapatnam",37YLZGA5335IPVU,2023-12-07 00:00:00,FALSE
326,Anusha Wholesale #326,Coke Portfolio,9278516014,anushawholesale3265036@mail.com,"85, Industrial Estate, Visakhapatnam",37GXYTC3296DTUW,2020-05-23 00:00:00,FALSE
327,Gandhi Beverages #327,Coke Portfolio,6986699642,gandhibeverages3278535@example.com,"230, Wholesale Market, Visakhapatnam",37BXWBN3956PX25,2025-08-12 00:00:00,FALSE
328,Balaji Enterprises #328,Local Portfolio,6279040485,balajienterprises3284235@mail.com,"148, Auto Nagar, Visakhapatnam",37FURVT1318QJ36,2021-10-07 00:00:00,FALSE
329,Shiva Enterprises #329,Pepsi Portfolio,7992159174,shivaenterprises3294332@example.com,"274, Industrial Estate, Visakhapatnam",37UTGEA3956XQHD,2024-07-31 00:00:00,FALSE
330,Ravi Beverages #330,Coke Portfolio,9714509696,ravibeverages3306880@example.com,"248, Old Town, Visakhapatnam",37MVTJF1815EDHW,2019-01-25 00:00:00,FALSE
331,Harsha Enterprises #331,Mixed,8173518928,harshaenterprises3317722@demo.in,"222, Old Town, Visakhapatnam",37DDFGN2595SQDL,2019-05-02 00:00:00,FALSE
332,Anusha Agencies #332,Pepsi Portfolio,6217429653,anushaagencies3328072@demo.in,"86, Industrial Estate, Visakhapatnam",37YIQJE4090SDDI,2019-06-22 00:00:00,FALSE
333,Vinayaka Foods #333,Coke Portfolio,6630650373,vinayakafoods3332674@demo.in,"100, Industrial Estate, Visakhapatnam",37JCEFR1195CVZ1,2020-12-08 00:00:00,FALSE
334,Annapurna Distributors #334,Local Portfolio,8664306103,annapurnadistributors3349859@demo.in,"130, Industrial Estate, Visakhapatnam",37RQPXZ0785YDMP,2019-07-01 00:00:00,FALSE
335,Sri Beverages #335,Pepsi Portfolio,9494543925,sribeverages3353418@mail.com,"172, Wholesale Market, Visakhapatnam",37WBYTL8598CCQA,2020-11-24 00:00:00,FALSE
336,Anil Agencies #336,Mixed,8717864006,anilagencies33651@mail.com,"295, Old Town, Visakhapatnam",37YBRVO6793UGW2,2024-08-31 00:00:00,FALSE
337,Prasad Enterprises #337,Mixed,7901436387,prasadenterprises3371987@demo.in,"282, Industrial Estate, Visakhapatnam",37NAFZO2016WDMS,2022-05-09 00:00:00,FALSE
338,Vinayaka Distributors #338,Coke Portfolio,8785904281,vinayakadistributors3381211@example.com,"70, Old Town, Visakhapatnam",37VGNYW6962FKSJ,2021-01-28 00:00:00,FALSE
339,Kiran Foods #339,Mixed,8003218122,kiranfoods3396822@demo.in,"23, Wholesale Market, Visakhapatnam",37IWJCZ9674C06K,2020-12-24 00:00:00,FALSE
340,Anusha Foods #340,Coke Portfolio,6360757639,anushafoods3405548@example.com,"222, Old Town, Visakhapatnam",37EBCVI5223DKF4,2021-12-10 00:00:00,FALSE
341,Krishna Beverages #341,Mixed,6394797997,krishnabeverages3413735@example.com,"294, Industrial Estate, Visakhapatnam",37NSIIZ1426GI78,2022-12-21 00:00:00,FALSE
342,Gandhi Wholesale #342,Local Portfolio,8975639687,gandhiwholesale342949@mail.com,"156, Wholesale Market, Visakhapatnam",37ABIZY8299CLYM,2021-09-21 00:00:00,FALSE
343,Sai Beverages #343,Mixed,6146088582,saibeverages3435830@demo.in,"17, Wholesale Market, Visakhapatnam",37IJOVU5673BI9X,2019-06-16 00:00:00,FALSE
344,Gandhi Distributors #344,Local Portfolio,9753840503,gandhidistributors3443934@demo.in,"144, Wholesale Market, Visakhapatnam",37OSGEQ2809TOVL,2025-01-03 00:00:00,FALSE
345,Rohit Enterprises #345,Coke Portfolio,9545944220,rohitenterprises3456222@mail.com,"111, Wholesale Market, Visakhapatnam",37BHYZZ3647A9XM,2019-05-13 00:00:00,FALSE
346,Lakshmi Agencies #346,Pepsi Portfolio,9429500446,lakshmiagencies3462942@example.com,"300, Wholesale Market, Visakhapatnam",37VJUTX8672OZUR,2019-08-26 00:00:00,FALSE
347,Rohit Distributors #347,Coke Portfolio,8278610605,rohitdistributors3478670@mail.com,"266, Industrial Estate, Visakhapatnam",37QMMGM7393A12W,2024-11-05 00:00:00,FALSE
348,Venkateswara Agencies #348,Mixed,6608754876,venkateswaraagencies3487504@demo.in,"290, Old Town, Visakhapatnam",37SSHCX1418SHU4,2022-07-27 00:00:00,FALSE
349,Shiva Wholesale #349,Pepsi Portfolio,6639686691,shivawholesale349874@example.com,"197, Industrial Estate, Visakhapatnam",37AWAWB8221GXBM,2021-04-12 00:00:00,FALSE
350,Shiva Enterprises #350,Pepsi Portfolio,6241648400,shivaenterprises3505894@mail.com,"250, Old Town, Visakhapatnam",37KDYDU6257KY8F,2023-01-24 00:00:00,FALSE
351,Vinayaka Agencies #351,Local Portfolio,6614977201,vinayakaagencies3515095@mail.com,"266, Wholesale Market, Visakhapatnam",37YHUVR5264ZJKW,2022-12-09 00:00:00,FALSE
352,Balaji Agencies #352,Pepsi Portfolio,8477619120,balajiagencies3523406@mail.com,"101, Old Town, Visakhapatnam",37MRMRR7811SC90,2020-11-13 00:00:00,FALSE
353,Lakshmi Distributors #353,Local Portfolio,8817101073,lakshmidistributors3531679@example.com,"139, Auto Nagar, Visakhapatnam",37CMTPN6949UYEX,2019-09-12 00:00:00,FALSE
354,Shiva Traders #354,Mixed,6454447491,shivatraders3542036@mail.com,"25, Wholesale Market, Visakhapatnam",37CDCDC4518FJKT,2021-02-03 00:00:00,FALSE
355,Sri Traders #355,Mixed,6493567080,sritraders3554115@demo.in,"176, Wholesale Market, Visakhapatnam",37SGSVV6908NBLO,2020-02-23 00:00:00,FALSE
356,Venkateswara Wholesale #356,Coke Portfolio,7841776492,venkateswarawholesale3569859@example.com,"53, Auto Nagar, Visakhapatnam",37UJGGY2830GO6T,2020-01-16 00:00:00,FALSE
357,Harsha Enterprises #357,Mixed,7409640624,harshaenterprises3579915@demo.in,"148, Wholesale Market, Visakhapatnam",37JISID0460YLWD,2024-03-01 00:00:00,FALSE
358,Sai Wholesale #358,Local Portfolio,8410241479,saiwholesale3582550@demo.in,"218, Wholesale Market, Visakhapatnam",37DQNPU5851F3J0,2024-01-17 00:00:00,FALSE
359,Naveen Distributors #359,Mixed,7827745114,naveendistributors359784@example.com,"211, Old Town, Visakhapatnam",37FGDRI6515PYN7,2024-09-10 00:00:00,FALSE
360,Sri Agencies #360,Coke Portfolio,9732558073,sriagencies3601658@example.com,"259, Auto Nagar, Visakhapatnam",37QZOQU9615Y9SC,2020-05-28 00:00:00,FALSE
361,Sri Enterprises #361,Pepsi Portfolio,6369127422,srienterprises3619899@demo.in,"179, Industrial Estate, Visakhapatnam",37YTSGN2395JE63,2024-11-12 00:00:00,FALSE
362,Anusha Wholesale #362,Mixed,6001171651,anushawholesale3627118@example.com,"124, Auto Nagar, Visakhapatnam",37TNVST9441DXWV,2021-03-05 00:00:00,FALSE
363,Vinayaka Traders #363,Pepsi Portfolio,8912352865,vinayakatraders3631150@mail.com,"286, Auto Nagar, Visakhapatnam",37YZKVQ4141Q356,2019-09-06 00:00:00,FALSE
364,Sree Agencies #364,Local Portfolio,9907532143,sreeagencies3648976@demo.in,"72, Auto Nagar, Visakhapatnam",37GVTDZ8038CGRR,2025-01-27 00:00:00,FALSE
365,Gandhi Beverages #365,Pepsi Portfolio,9255337115,gandhibeverages3656864@demo.in,"202, Industrial Estate, Visakhapatnam",37MWTOB0548RGHD,2024-03-23 00:00:00,FALSE
366,Sai Distributors #366,Local Portfolio,6966417669,saidistributors3668202@mail.com,"287, Auto Nagar, Visakhapatnam",37CUIAT9770LVL9,2019-05-22 00:00:00,FALSE
367,Suma Wholesale #367,Local Portfolio,9285375181,sumawholesale3671220@demo.in,"297, Wholesale Market, Visakhapatnam",37UDLSC9768YLC7,2022-04-30 00:00:00,FALSE
368,Naveen Enterprises #368,Coke Portfolio,6644889477,naveenenterprises3686803@demo.in,"205, Auto Nagar, Visakhapatnam",37KVCMZ3359LMA7,2023-06-23 00:00:00,FALSE
369,Kiran Beverages #369,Pepsi Portfolio,8937169827,kiranbeverages369656@demo.in,"212, Auto Nagar, Visakhapatnam",37VSBKT5899ZAUI,2025-01-06 00:00:00,FALSE
370,Teja Traders #370,Pepsi Portfolio,6581956206,tejatraders3708149@example.com,"281, Industrial Estate, Visakhapatnam",37YTUHU5193OFHU,2023-08-05 00:00:00,FALSE
371,Naveen Agencies #371,Local Portfolio,8611414892,naveenagencies3715034@mail.com,"249, Auto Nagar, Visakhapatnam",37CZCVO5391NCQ4,2024-09-23 00:00:00,FALSE
372,Anil Traders #372,Local Portfolio,7262556100,aniltraders3728517@demo.in,"194, Industrial Estate, Visakhapatnam",37HXIFO3833JPEY,2021-04-18 00:00:00,FALSE
373,Annapurna Agencies #373,Mixed,6749772040,annapurnaagencies3738902@mail.com,"286, Auto Nagar, Visakhapatnam",37IORYR4388VVIL,2024-02-29 00:00:00,FALSE
374,Anil Wholesale #374,Mixed,6978102430,anilwholesale3746340@demo.in,"245, Industrial Estate, Visakhapatnam",37QTMVJ5561HKTZ,2024-03-18 00:00:00,FALSE
375,Harsha Enterprises #375,Local Portfolio,9855367716,harshaenterprises3759600@mail.com,"228, Industrial Estate, Visakhapatnam",37ESHRS9430PPAC,2020-03-31 00:00:00,FALSE
376,Vinayaka Foods #376,Mixed,8647289186,vinayakafoods3765584@example.com,"36, Auto Nagar, Visakhapatnam",37UHWDM9968DWJ1,2024-01-03 00:00:00,FALSE
377,Ravi Wholesale #377,Mixed,8926105639,raviwholesale3773693@demo.in,"215, Auto Nagar, Visakhapatnam",37NFZMJ8658MF1B,2021-10-06 00:00:00,FALSE
378,Harsha Traders #378,Mixed,8054991201,harshatraders3781514@example.com,"228, Wholesale Market, Visakhapatnam",37UVCXC4572D3CO,2019-02-14 00:00:00,FALSE
379,Anil Beverages #379,Coke Portfolio,9435557409,anilbeverages379584@example.com,"214, Wholesale Market, Visakhapatnam",37APTBK8559XJ8J,2022-11-23 00:00:00,FALSE
380,Krishna Enterprises #380,Coke Portfolio,6860630869,krishnaenterprises380787@demo.in,"92, Auto Nagar, Visakhapatnam",37FPUQE9369DA1T,2024-11-02 00:00:00,FALSE
381,Krishna Foods #381,Pepsi Portfolio,9937361416,krishnafoods3811390@demo.in,"181, Old Town, Visakhapatnam",37FDBLT6643PLFA,2024-09-15 00:00:00,FALSE
382,Krishna Wholesale #382,Mixed,6727615321,krishnawholesale3826739@demo.in,"221, Industrial Estate, Visakhapatnam",37PVAUY0363BSBC,2024-10-01 00:00:00,FALSE
383,Sree Foods #383,Coke Portfolio,7361277938,sreefoods3832296@example.com,"32, Industrial Estate, Visakhapatnam",37OGNQH8092EWU2,2022-08-19 00:00:00,FALSE
384,Kiran Wholesale #384,Pepsi Portfolio,7199975885,kiranwholesale3849047@demo.in,"100, Old Town, Visakhapatnam",37DGZWB3706XMZ0,2019-06-01 00:00:00,FALSE
385,Ravi Beverages #385,Mixed,8890579957,ravibeverages3853569@example.com,"80, Wholesale Market, Visakhapatnam",37CLXUC6674VGZ3,2025-08-10 00:00:00,FALSE
386,Ravi Beverages #386,Coke Portfolio,9655833519,ravibeverages3862527@demo.in,"91, Industrial Estate, Visakhapatnam",37ZSJNO5817O09B,2024-09-27 00:00:00,FALSE
387,Sai Distributors #387,Local Portfolio,8039055881,saidistributors387820@mail.com,"123, Old Town, Visakhapatnam",37MRRFJ2704XOC4,2021-02-27 00:00:00,FALSE
388,Sree Distributors #388,Pepsi Portfolio,7870003394,sreedistributors3884511@mail.com,"58, Auto Nagar, Visakhapatnam",37MDAQK1904E244,2023-03-25 00:00:00,FALSE
389,Annapurna Beverages #389,Coke Portfolio,8127345616,annapurnabeverages3895942@example.com,"284, Auto Nagar, Visakhapatnam",37TCQLF7619V8ZZ,2024-06-11 00:00:00,FALSE
390,Vishnu Distributors #390,Mixed,6742175340,vishnudistributors3907793@demo.in,"266, Auto Nagar, Visakhapatnam",37BJCKW0153RN1X,2024-05-31 00:00:00,FALSE
391,Anusha Foods #391,Mixed,8171846940,anushafoods3918500@mail.com,"300, Auto Nagar, Visakhapatnam",37ZDOWY6023AYGU,2019-12-08 00:00:00,FALSE
392,Rohit Wholesale #392,Pepsi Portfolio,9403474677,rohitwholesale3921928@mail.com,"1, Industrial Estate, Visakhapatnam",37UBJTN0980ZN9S,2021-10-03 00:00:00,FALSE
393,Vinayaka Beverages #393,Pepsi Portfolio,9750638673,vinayakabeverages3937197@mail.com,"203, Wholesale Market, Visakhapatnam",37QIPJM5656O51B,2021-07-24 00:00:00,FALSE
394,Sree Beverages #394,Pepsi Portfolio,7078741976,sreebeverages3948862@demo.in,"101, Wholesale Market, Visakhapatnam",37VIMNB1468N6T1,2019-08-29 00:00:00,FALSE
395,Surya Beverages #395,Pepsi Portfolio,6407267403,suryabeverages3959354@example.com,"77, Industrial Estate, Visakhapatnam",37QDTXQ8268ETTJ,2022-03-11 00:00:00,FALSE
396,Sai Traders #396,Coke Portfolio,6415183905,saitraders396710@example.com,"54, Industrial Estate, Visakhapatnam",37AERCM5756XW0X,2020-12-05 00:00:00,FALSE
397,Venkateswara Distributors #397,Coke Portfolio,7763010061,venkateswaradistributors3974388@mail.com,"191, Auto Nagar, Visakhapatnam",37BLTVT3004IQS4,2024-12-20 00:00:00,FALSE
398,Rohit Foods #398,Mixed,9595756121,rohitfoods3988945@demo.in,"95, Old Town, Visakhapatnam",37CCZWI9601F9BP,2021-05-25 00:00:00,FALSE
399,Sri Beverages #399,Coke Portfolio,8511563236,sribeverages3999945@mail.com,"169, Wholesale Market, Visakhapatnam",37JRMJJ0267W975,2024-05-08 00:00:00,FALSE
400,Krishna Wholesale #400,Coke Portfolio,9616257864,krishnawholesale4001271@example.com,"292, Wholesale Market, Visakhapatnam",37KGIUW8596W6KH,2020-06-16 00:00:00,FALSE
401,Sri Beverages #401,Mixed,7631216863,sribeverages4011611@mail.com,"149, Wholesale Market, Visakhapatnam",37NAJBT0410ABGS,2020-10-22 00:00:00,FALSE
402,Krishna Distributors #402,Mixed,7804231703,krishnadistributors4022306@mail.com,"185, Industrial Estate, Visakhapatnam",37RJYSW5594K5E9,2024-02-11 00:00:00,FALSE
403,Anil Beverages #403,Pepsi Portfolio,9569209844,anilbeverages4038808@example.com,"220, Industrial Estate, Visakhapatnam",37CRJAO6706ZQQ3,2021-04-19 00:00:00,FALSE
404,Vijaya Agencies #404,Coke Portfolio,8967157303,vijayaagencies4045875@example.com,"118, Old Town, Visakhapatnam",37FQDMO0169UAU7,2024-06-12 00:00:00,FALSE
405,Sri Foods #405,Local Portfolio,9539545971,srifoods4057567@example.com,"214, Wholesale Market, Visakhapatnam",37GXWHE5739HC7D,2022-07-31 00:00:00,FALSE
406,Venkateswara Enterprises #406,Local Portfolio,7352357620,venkateswaraenterprises4069084@demo.in,"75, Industrial Estate, Visakhapatnam",37ZDHMP1454I7L1,2020-08-19 00:00:00,FALSE
407,Anil Foods #407,Mixed,8522776766,anilfoods4072768@mail.com,"249, Auto Nagar, Visakhapatnam",37OKHHW4104C0SW,2022-02-26 00:00:00,FALSE
408,Balaji Enterprises #408,Local Portfolio,8847459782,balajienterprises4081341@example.com,"232, Auto Nagar, Visakhapatnam",37MWHQJ0718HMKU,2020-04-22 00:00:00,FALSE
409,Anil Beverages #409,Pepsi Portfolio,8545176080,anilbeverages4098293@mail.com,"293, Old Town, Visakhapatnam",37FUPMB6936HI8J,2023-01-19 00:00:00,FALSE
410,Rohit Traders #410,Mixed,8012082836,rohittraders4102780@demo.in,"30, Wholesale Market, Visakhapatnam",37EPBBQ5458P34N,2022-12-04 00:00:00,FALSE
411,Anusha Distributors #411,Pepsi Portfolio,7865537221,anushadistributors411137@mail.com,"106, Industrial Estate, Visakhapatnam",37LYNOZ6352PX18,2019-04-16 00:00:00,FALSE
412,Vijaya Beverages #412,Pepsi Portfolio,9360307477,vijayabeverages4129047@demo.in,"47, Old Town, Visakhapatnam",37ZACXM5495IOS6,2023-03-04 00:00:00,FALSE
413,Gandhi Foods #413,Local Portfolio,6366486793,gandhifoods4133221@example.com,"245, Wholesale Market, Visakhapatnam",37SQSWS6654XPAS,2022-02-19 00:00:00,FALSE
414,Vinayaka Wholesale #414,Mixed,6130048667,vinayakawholesale4141347@example.com,"119, Auto Nagar, Visakhapatnam",37QALWM9136HNIK,2025-05-12 00:00:00,FALSE
415,Harsha Beverages #415,Local Portfolio,6055295706,harshabeverages4158544@example.com,"192, Auto Nagar, Visakhapatnam",37NVNYK6875NDNG,2023-09-18 00:00:00,FALSE
416,Balaji Distributors #416,Mixed,8381580848,balajidistributors4166552@mail.com,"148, Wholesale Market, Visakhapatnam",37OHGHT9929TW2F,2021-06-09 00:00:00,FALSE
417,Teja Enterprises #417,Coke Portfolio,9544020476,tejaenterprises4177746@mail.com,"219, Old Town, Visakhapatnam",37CALEQ4757W62J,2025-01-12 00:00:00,FALSE
418,Shiva Agencies #418,Coke Portfolio,7026858514,shivaagencies4188759@demo.in,"245, Industrial Estate, Visakhapatnam",37KVIVR9862PAL5,2025-08-14 00:00:00,FALSE
419,Harsha Beverages #419,Mixed,9139789684,harshabeverages4192621@demo.in,"4, Auto Nagar, Visakhapatnam",37HGRKA0409I6ZP,2023-04-22 00:00:00,FALSE
420,Ravi Agencies #420,Mixed,6054202004,raviagencies4207768@mail.com,"294, Wholesale Market, Visakhapatnam",37CYHDJ9079QRL8,2019-04-08 00:00:00,FALSE
421,Teja Wholesale #421,Coke Portfolio,7139320551,tejawholesale4217347@example.com,"152, Industrial Estate, Visakhapatnam",37CKNBY6093C9LT,2022-02-20 00:00:00,FALSE
422,Annapurna Distributors #422,Pepsi Portfolio,9325314927,annapurnadistributors4221813@example.com,"236, Auto Nagar, Visakhapatnam",37LPEWL6789HI1D,2024-01-27 00:00:00,FALSE
423,Vijaya Distributors #423,Local Portfolio,9901017745,vijayadistributors4234650@example.com,"148, Industrial Estate, Visakhapatnam",37UEOJB2030AWQU,2022-08-16 00:00:00,FALSE
424,Vijaya Agencies #424,Mixed,6211278472,vijayaagencies4241103@mail.com,"174, Wholesale Market, Visakhapatnam",37RLUSP1792XGW6,2020-03-11 00:00:00,FALSE
425,Kiran Distributors #425,Local Portfolio,9508015511,kirandistributors4254195@mail.com,"275, Wholesale Market, Visakhapatnam",37FQZTV2989SDFK,2020-11-17 00:00:00,FALSE
426,Ravi Enterprises #426,Pepsi Portfolio,9296223095,ravienterprises4269765@demo.in,"90, Auto Nagar, Visakhapatnam",37MBHZZ3201UZQ2,2019-09-19 00:00:00,FALSE
427,Kiran Traders #427,Pepsi Portfolio,6761966228,kirantraders427402@demo.in,"236, Auto Nagar, Visakhapatnam",37GTJDO2572OAAO,2021-05-01 00:00:00,FALSE
428,Gandhi Beverages #428,Mixed,9988747684,gandhibeverages4281132@example.com,"52, Old Town, Visakhapatnam",37HWGEI6455DQKQ,2024-07-11 00:00:00,FALSE
429,Krishna Agencies #429,Local Portfolio,6267919575,krishnaagencies4292771@demo.in,"189, Wholesale Market, Visakhapatnam",37AKLCI2815L8K9,2019-02-08 00:00:00,FALSE
430,Rohit Traders #430,Mixed,6471991835,rohittraders4302852@demo.in,"241, Auto Nagar, Visakhapatnam",37EQOBR2373LHZ9,2023-02-17 00:00:00,FALSE
431,Rohit Foods #431,Local Portfolio,7405216318,rohitfoods4311313@example.com,"37, Old Town, Visakhapatnam",37LIDYS3166I5PF,2024-09-29 00:00:00,FALSE
432,Om Wholesale #432,Local Portfolio,6476831649,omwholesale4324258@example.com,"269, Industrial Estate, Visakhapatnam",37BXTZI2853V4N0,2021-12-01 00:00:00,FALSE
433,Balaji Agencies #433,Coke Portfolio,9186772066,balajiagencies433128@mail.com,"237, Old Town, Visakhapatnam",37KWACY6710L1BO,2022-09-30 00:00:00,FALSE
434,Sri Traders #434,Mixed,8628984059,sritraders4346989@demo.in,"41, Industrial Estate, Visakhapatnam",37TXYAO4228L5EQ,2025-06-08 00:00:00,FALSE
435,Sree Agencies #435,Pepsi Portfolio,6133061567,sreeagencies4352000@mail.com,"144, Old Town, Visakhapatnam",37MCXYF3697G1IL,2021-01-17 00:00:00,FALSE
436,Rohit Distributors #436,Coke Portfolio,8975169912,rohitdistributors4364741@demo.in,"83, Auto Nagar, Visakhapatnam",37QFOUH4427ECUM,2022-11-17 00:00:00,FALSE
437,Krishna Traders #437,Coke Portfolio,8609059935,krishnatraders4375584@example.com,"85, Industrial Estate, Visakhapatnam",37FMBPU7742NZOY,2020-12-09 00:00:00,FALSE
438,Venkateswara Traders #438,Mixed,6858611456,venkateswaratraders4387614@demo.in,"252, Auto Nagar, Visakhapatnam",37WPRIB4439JF22,2023-01-19 00:00:00,FALSE
439,Balaji Enterprises #439,Coke Portfolio,6193539964,balajienterprises4397380@demo.in,"13, Auto Nagar, Visakhapatnam",37MNQGM1050M5J8,2024-02-24 00:00:00,FALSE
440,Sri Wholesale #440,Pepsi Portfolio,7040166307,sriwholesale4405867@demo.in,"44, Old Town, Visakhapatnam",37BZXHA4535ZYZK,2024-08-05 00:00:00,FALSE
441,Sri Enterprises #441,Coke Portfolio,8902208530,srienterprises4415598@example.com,"237, Auto Nagar, Visakhapatnam",37VRZDU4014POR6,2024-01-11 00:00:00,FALSE
442,Anil Wholesale #442,Coke Portfolio,6148007141,anilwholesale4423159@mail.com,"113, Auto Nagar, Visakhapatnam",37AZMVH7051TIH9,2021-05-22 00:00:00,FALSE
443,Venkateswara Agencies #443,Local Portfolio,6072222744,venkateswaraagencies4436453@demo.in,"257, Wholesale Market, Visakhapatnam",37TJOSV9919QRIA,2022-09-22 00:00:00,FALSE
444,Annapurna Wholesale #444,Pepsi Portfolio,6867648651,annapurnawholesale4448319@demo.in,"165, Old Town, Visakhapatnam",37MGTZP9372J4AG,2023-06-02 00:00:00,FALSE
445,Harsha Wholesale #445,Coke Portfolio,7542059712,harshawholesale4456675@demo.in,"275, Industrial Estate, Visakhapatnam",37EUTOD0258IQ9R,2020-12-11 00:00:00,FALSE
446,Venkateswara Distributors #446,Mixed,9696932072,venkateswaradistributors4461436@demo.in,"254, Wholesale Market, Visakhapatnam",37OFYEH1144YIU8,2020-01-22 00:00:00,FALSE
447,Ravi Agencies #447,Pepsi Portfolio,7635135641,raviagencies4479872@example.com,"53, Auto Nagar, Visakhapatnam",37XSPIP4120IWOJ,2020-10-05 00:00:00,FALSE
448,Sai Traders #448,Local Portfolio,7770713565,saitraders4483840@example.com,"208, Wholesale Market, Visakhapatnam",37NABRU9184NH4X,2021-11-10 00:00:00,FALSE
449,Vijaya Traders #449,Local Portfolio,6862509580,vijayatraders4493529@example.com,"68, Auto Nagar, Visakhapatnam",37CZHTD1261HDKM,2019-11-21 00:00:00,FALSE
450,Sree Enterprises #450,Mixed,6380053985,sreeenterprises450941@mail.com,"48, Old Town, Visakhapatnam",37PPWKR6190KV1J,2019-08-06 00:00:00,FALSE
451,Sree Traders #451,Pepsi Portfolio,6282211956,sreetraders4516195@example.com,"23, Industrial Estate, Visakhapatnam",37EVJOM9634F08Y,2023-03-22 00:00:00,FALSE
452,Kiran Traders #452,Local Portfolio,9389406408,kirantraders4526519@mail.com,"14, Wholesale Market, Visakhapatnam",37LTQYU4023MMFS,2020-10-07 00:00:00,FALSE
453,Anusha Agencies #453,Mixed,7077652315,anushaagencies4538055@example.com,"89, Old Town, Visakhapatnam",37WTXQG3264RX11,2019-03-26 00:00:00,FALSE
454,Anil Enterprises #454,Coke Portfolio,9845775008,anilenterprises4544184@demo.in,"84, Industrial Estate, Visakhapatnam",37KBDWK3050N0SH,2022-04-02 00:00:00,FALSE
455,Prasad Agencies #455,Pepsi Portfolio,7921531224,prasadagencies4557696@mail.com,"69, Old Town, Visakhapatnam",37VEWHE7489AP82,2020-11-20 00:00:00,FALSE
456,Anusha Agencies #456,Local Portfolio,6633312582,anushaagencies4565178@demo.in,"97, Auto Nagar, Visakhapatnam",37QHLNH8931MIBW,2019-07-30 00:00:00,FALSE
